Country Name,Country Code,Series Name,Series Code,2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
United Kingdom,GBR,Urban population,SP.URB.TOTL,54382825,54923317,55426598,55909924,56282971,56656654
United States,USA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,16.84432411,16.80583572,16.68710518,16.76706314,..,..
United States,USA,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,9775,10103.09179688,10515.32324219,10921.01269531,..,..
United States,USA,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,8.55732727,8.51218987,8.47234249,8.52492332,..,..
United States,USA,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,4965.9381477,5117.23641872,5338.81790143,5552.60023012,..,..
United States,USA,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,49.19756317,49.3497963,49.22821045,49.15672684,..,..
United States,USA,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,4809.06192749,4985.85529598,5176.50535595,5368.412199,..,..
United States,USA,Urban population,SP.URB.TOTL,264473000,266788716,268844029,270737596,274032053,275050303
Uruguay,URY,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,8.67533779,8.82179165,9.01455498,9.34783173,..,..
Uruguay,URY,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,1450.14489746,1648.87463379,1686.07128906,1660.95288086,..,..
Uruguay,URY,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,6.0316515,6.11313534,6.23086023,6.22570753,..,..
Uruguay,URY,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,1008.23388115,1142.60166509,1165.41237952,1106.20377382,..,..
Uruguay,URY,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,30.45364571,30.69737625,30.88000488,33.39944839,..,..
Uruguay,URY,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,441.62204599,506.1612332,520.65886649,554.74909162,..,..
Uruguay,URY,Urban population,SP.URB.TOTL,3257863,3273061,3288346,3303391,3317930,3331910
Uzbekistan,UZB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.96638346,5.07679939,5.30275869,5.61760426,..,..
Uzbekistan,UZB,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,129.17277527,93.00417328,82.26926422,98.57316589,..,..
Uzbekistan,UZB,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2.16498423,2.10676932,2.02401519,2.3361671,..,..
Uzbekistan,UZB,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,56.30999934,38.59485558,31.40143368,40.9931661,..,..
Uzbekistan,UZB,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,55.44295883,57.44728851,61.02040482,58.36039734,..,..
Uzbekistan,UZB,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,71.61721599,53.42837857,50.2010371,57.52768604,..,..
Uzbekistan,UZB,Urban population,SP.URB.TOTL,16130961,16372437,16635580,16935578,17258430,17606637
Vanuatu,VUT,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2.93130064,2.7629149,3.3463788,3.36034679,..,..
Vanuatu,VUT,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,82.24130249,85.16284943,104.58609772,104.2496109,..,..
Vanuatu,VUT,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,1.32797575,1.46623802,2.14046311,1.91707087,..,..
Vanuatu,VUT,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,37.25801879,45.19466703,66.89699662,59.47418677,..,..
Vanuatu,VUT,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,15.09290314,14.78368759,12.4801178,11.6769371,..,..
Vanuatu,VUT,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,12.41260071,12.59021089,13.05246854,12.17316151,..,..
Vanuatu,VUT,Urban population,SP.URB.TOTL,69754,71840,73971,76152,78400,80707
"Venezuela, RB",VEN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.91797352,4.66499233,4.92647457,5.36708355,..,..
"Venezuela, RB",VEN,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,505.027771,524.50366211,464.04434204,338.82537842,..,..
"Venezuela, RB",VEN,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,1.85235238,2.79058409,3.21141815,2.47110105,..,..
"Venezuela, RB",VEN,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,238.7686882,313.75650931,302.49633422,156.00124826,..,..
"Venezuela, RB",VEN,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,52.71592712,40.17671585,34.79669952,53.91928101,..,..
"Venezuela, RB",VEN,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,266.23006775,210.72834951,161.47210832,182.69219421,..,..
"Venezuela, RB",VEN,Urban population,SP.URB.TOTL,26318354,25927989,25480748,25162368,25102966,25353644
Vietnam,VNM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.51853609,4.71283436,5.03448868,5.24965572,..,..
Vietnam,VNM,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,124.0594101,140.16532898,163.1509552,180.71818542,..,..
Vietnam,VNM,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2.14321518,2.17300439,2.09576464,2.29924917,..,..
Vietnam,VNM,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,58.84340106,64.62774436,67.91673632,79.15112415,..,..
Vietnam,VNM,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,50.27044296,52.80683136,57.35515976,55.23139954,..,..
Vietnam,VNM,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,62.36522353,74.01686304,93.57549448,99.8131897,..,..
Vietnam,VNM,Urban population,SP.URB.TOTL,32315314,33311724,34319153,35332141,36346227,37355203
Virgin Islands (U.S.),VIR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..,..
Virgin Islands (U.S.),VIR,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..,..,..,..,..
Virgin Islands (U.S.),VIR,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,..,..,..,..,..,..
Virgin Islands (U.S.),VIR,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,..,..,..,..,..,..
Virgin Islands (U.S.),VIR,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,..,..,..,..,..,..
Virgin Islands (U.S.),VIR,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,..,..,..,..,..,..
Virgin Islands (U.S.),VIR,Urban population,SP.URB.TOTL,102656,102564,102422,102223,101974,101678
West Bank and Gaza,PSE,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..,..
West Bank and Gaza,PSE,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..,..,..,..,..
West Bank and Gaza,PSE,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,..,..,..,..,..,..
West Bank and Gaza,PSE,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,..,..,..,..,..,..
West Bank and Gaza,PSE,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,..,..,..,..,..,..
West Bank and Gaza,PSE,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,..,..,..,..,..,..
West Bank and Gaza,PSE,Urban population,SP.URB.TOTL,3302741,3380930,3479999,3581448,3685020,3790664
"Yemen, Rep.",YEM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..,..
"Yemen, Rep.",YEM,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..,..,..,..,..
"Yemen, Rep.",YEM,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,..,..,..,..,..,..
"Yemen, Rep.",YEM,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,..,..,..,..,..,..
"Yemen, Rep.",YEM,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,..,..,..,..,..,..
"Yemen, Rep.",YEM,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,..,..,..,..,..,..
"Yemen, Rep.",YEM,Urban population,SP.URB.TOTL,9615916,10024986,10442487,10869523,11306428,11752922
Zambia,ZMB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.47720718,4.37697697,5.03271484,5.31220293,..,..
Zambia,ZMB,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,57.36268997,67.19523621,76.31442261,69.32437897,..,..
Zambia,ZMB,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,1.71430743,1.76568532,1.96286535,2.12920475,..,..
Zambia,ZMB,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,21.96397892,27.10675549,29.76423856,27.78617575,..,..
Zambia,ZMB,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,19.21511841,19.07423401,16.62527084,16.21423721,..,..
Zambia,ZMB,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,11.02230945,12.81697724,12.68747921,11.24041905,..,..
Zambia,ZMB,Urban population,SP.URB.TOTL,6944320,7243007,7551639,7871715,8204576,8550623
Zimbabwe,ZWE,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.67516281,7.46975242,8.68006228,7.70356494,..,..
Zimbabwe,ZWE,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,112.41140395,115.64620121,141.36930784,103.02827223,..,..
Zimbabwe,ZWE,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,1.78890914,1.79418128,2.78293462,1.35826993,..,..
Zimbabwe,ZWE,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,26.20058922,27.77739311,45.32473722,18.16564219,..,..
Zimbabwe,ZWE,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,48.78302049,45.27813189,42.76859662,52.81442505,..,..
Zimbabwe,ZWE,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,54.83767823,52.36243951,60.46166901,54.41378962,..,..
Zimbabwe,ZWE,Urban population,SP.URB.TOTL,4531238,4589452,4650597,4717307,4792105,4875224
Africa Eastern and Southern,AFE,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.39065399147889,6.31765395187056,6.28682941150035,6.26638563294957,..,..
Africa Eastern and Southern,AFE,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,94.7391592780722,102.410660763117,96.2894798016145,91.970113074856,..,..
Africa Eastern and Southern,AFE,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2.85388445975474,2.81598902768516,3.01138620120092,3.04368546715315,..,..
Africa Eastern and Southern,AFE,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,41.4269709263753,44.986423617935,45.00322636148,43.8300388099369,..,..
Africa Eastern and Southern,AFE,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,44.7460162716125,43.9592699432491,40.2746316114941,39.7848380711114,..,..
Africa Eastern and Southern,AFE,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,42.4133283902958,45.0222458560424,38.7747764079056,36.5804196112588,..,..
Africa Eastern and Southern,AFE,Urban population,SP.URB.TOTL,212669776,221319466,230276235,239539517,249112475,258992446
Africa Western and Central,AFW,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.81124842143631,3.78962437986777,3.39316031669726,3.36609966131541,..,..
Africa Western and Central,AFW,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,63.6490686530693,60.9688462118587,59.3288098761499,61.3384761146599,..,..
Africa Western and Central,AFW,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,0.728704452447281,0.755254414538604,0.74466519924604,0.744733606720261,..,..
Africa Western and Central,AFW,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,12.1524593492856,12.1504405989147,12.909945972337,13.4456177986871,..,..
Africa Western and Central,AFW,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,67.4073315253959,68.9190573268454,67.0338193214843,64.0169971250692,..,..
Africa Western and Central,AFW,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,42.9041363970193,42.0191545013514,39.7703675274289,39.2670513510046,..,..
Africa Western and Central,AFW,Urban population,SP.URB.TOTL,187305752,195016097,202961117,211133789,219531155,228150040
Arab World,ARB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.05578361869039,5.30841638425617,5.05073565656068,5.08554183600519,..,..
Arab World,ARB,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,351.301810183721,373.501826953158,378.899246758036,381.575981138375,..,..
Arab World,ARB,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2.88698785310362,3.06898269935251,3.01891308721074,2.99251035637627,..,..
Arab World,ARB,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,201.830579722841,217.287104161327,224.703538999155,222.868900342099,..,..
Arab World,ARB,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,42.0375309578886,41.0767728592621,40.2540989177405,41.1499080277847,..,..
Arab World,ARB,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,147.718559020503,153.428589594332,152.513511130181,157.002155096436,..,..
Arab World,ARB,Urban population,SP.URB.TOTL,235741356,241572841,247404481,253306244,259344908,265545649
Caribbean small states,CSS,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.977909295731,6.26656130482699,6.1549556440361,6.3101539211848,..,..
Caribbean small states,CSS,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,569.800636387115,611.008916181912,624.788943015375,646.751498845047,..,..
Caribbean small states,CSS,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,3.21407636101218,3.51893549921417,3.34932879988189,3.44095202333696,..,..
Caribbean small states,CSS,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,306.167608086533,343.356616862469,339.229805210582,352.485421678569,..,..
Caribbean small states,CSS,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,45.3110015761926,42.9844234535937,44.8910839301422,44.7141364079289,..,..
Caribbean small states,CSS,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,258.182455318658,262.638381085463,280.47439853504,289.189490625109,..,..
Caribbean small states,CSS,Urban population,SP.URB.TOTL,3700577,3733889,3767722,3802091,3836980,3872368
Central Europe and the Baltics,CEB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.59396093669343,6.56200356845148,6.57476370724535,6.715266575392,..,..
Central Europe and the Baltics,CEB,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,844.810436995064,933.833667676214,1053.87766776303,1094.7497004988,..,..
Central Europe and the Baltics,CEB,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,4.778482324911,4.75446371773433,4.87385767053138,4.96768290557856,..,..
Central Europe and the Baltics,CEB,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,612.244247690273,676.633092286768,781.242213780987,809.759261330935,..,..
Central Europe and the Baltics,CEB,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,27.5157013412978,27.5269766282989,25.8394127566485,25.9987973302147,..,..
Central Europe and the Baltics,CEB,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,232.409152786499,257.022093371446,272.277221742872,284.582985796645,..,..
Central Europe and the Baltics,CEB,Urban population,SP.URB.TOTL,64046460,63954111,63915976,63935712,63921152,63760621
Early-demographic dividend,EAR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.05598579286196,4.9852326603215,4.82053940267362,4.74291961053168,..,..
Early-demographic dividend,EAR,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,165.46426539575,174.045667784859,171.583371005245,172.092592101416,..,..
Early-demographic dividend,EAR,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2.5280213589267,2.60777999356477,2.45635138004842,2.42670307167069,..,..
Early-demographic dividend,EAR,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,83.035282149085,91.8536694715138,87.8945265689447,87.8860498135788,..,..
Early-demographic dividend,EAR,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,48.6397533439296,46.0439654967644,47.6401448251949,47.6977811658458,..,..
Early-demographic dividend,EAR,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,80.4194696612536,80.0697724894134,81.6549241670975,81.9876983540768,..,..
Early-demographic dividend,EAR,Urban population,SP.URB.TOTL,1402685624,1434129497,1466014129,1498425040,1531407567,1564984174
East Asia & Pacific,EAS,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.5293897779188,6.49242343429972,6.51110341967016,6.66973293451968,..,..
East Asia & Pacific,EAS,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,631.599028025878,664.754906854021,719.916029401073,751.266928608208,..,..
East Asia & Pacific,EAS,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,4.45170092510133,4.35255828910992,4.31450384055247,4.41645375456008,..,..
East Asia & Pacific,EAS,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,430.910021895456,446.17061539236,477.620200652749,498.05705582483,..,..
East Asia & Pacific,EAS,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,31.7059369206334,32.8450615053128,33.6522587219507,33.7057921655633,..,..
East Asia & Pacific,EAS,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,199.991698118584,217.98886344576,241.837409375172,252.63860574132,..,..
East Asia & Pacific,EAS,Urban population,SP.URB.TOTL,1322782671,1352575712,1381029583,1408194995,1433536071,1456197901
East Asia & Pacific (excluding high income),EAP,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.74147531803185,4.81308129858906,4.9159580841462,5.07064079038381,..,..
East Asia & Pacific (excluding high income),EAP,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,311.204354990703,342.000219424603,387.986012930472,414.13739119202,..,..
East Asia & Pacific (excluding high income),EAP,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2.70169078785802,2.68445697559648,2.73274841402765,2.803543578114,..,..
East Asia & Pacific (excluding high income),EAP,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,177.26738720524,190.696970620222,215.637440581625,228.933782729942,..,..
East Asia & Pacific (excluding high income),EAP,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,42.7764632509557,44.0379345766503,44.2801517103716,44.5595188325351,..,..
East Asia & Pacific (excluding high income),EAP,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,133.167049962133,150.64745439866,171.842862061945,184.573787567391,..,..
East Asia & Pacific (excluding high income),EAP,Urban population,SP.URB.TOTL,1107325564,1136347604,1164037222,1190455445,1215509442,1238835509
East Asia & Pacific (IDA & IBRD countries),TEA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.74151939258838,4.8131309749616,4.91598581970141,5.07067334334712,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,311.208129065471,342.004719731761,387.989006096932,414.140682064086,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2.70174179052577,2.6844992606026,2.73278126448334,2.80358254128511,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,177.271302411294,190.70055372476,215.640457162629,228.937288584763,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,42.7758132174273,44.0372156103799,44.2796564540752,44.5590030214437,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,133.166608254664,150.646938208639,171.842234328221,184.573081390886,..,..
East Asia & Pacific (IDA & IBRD countries),TEA,Urban population,SP.URB.TOTL,1091730560,1120625098,1148184613,1174470595,1199391087,1222582186
Euro area,EMU,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,10.2140526371927,10.1674065464665,10.1543704724899,10.2191200461644,..,..
Euro area,EMU,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,3598.37769110365,3782.21265523163,4071.21206449327,4001.03178024301,..,..
Euro area,EMU,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,7.57735887712363,7.54783673236648,7.54772438039876,7.59384718335693,..,..
Euro area,EMU,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,2669.0166210906,2807.12220329612,3025.37384008573,2972.49322866561,..,..
Euro area,EMU,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,25.8038357152099,25.7579101412231,25.6636259305692,25.6850401355094,..,..
Euro area,EMU,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,928.969616484021,974.717377967816,1045.41904952685,1028.08155103081,..,..
Euro area,EMU,Urban population,SP.URB.TOTL,260648893,261954003,263300319,264349476,265472181,266171543
Europe & Central Asia,ECS,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,9.33995784047857,9.25441511628714,9.2804027966506,9.36639103761549,..,..
Europe & Central Asia,ECS,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,2099.28143503353,2193.93397485686,2346.74368591565,2334.23665335228,..,..
Europe & Central Asia,ECS,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,6.81224892649194,6.73405470182939,6.77628474034865,6.84133267221918,..,..
Europe & Central Asia,ECS,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,1530.92339546974,1596.14433912636,1713.10791896454,1704.57229683427,..,..
Europe & Central Asia,ECS,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,27.047056623171,27.218885445285,26.9744952626084,26.9527427970192,..,..
Europe & Central Asia,ECS,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,567.849610488135,597.195120217095,633.091415332935,629.144206604235,..,..
Europe & Central Asia,ECS,Urban population,SP.URB.TOTL,652989492,657383764,661623321,665477610,668914148,671406444
Europe & Central Asia (excluding high income),ECA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.12602631540775,5.13256047436749,5.15124372161668,5.38618732597558,..,..
Europe & Central Asia (excluding high income),ECA,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,361.155565910972,403.672319727506,410.994707423473,436.645452162197,..,..
Europe & Central Asia (excluding high income),ECA,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,3.10982119582108,3.07176706306165,3.11283645423921,3.29948207086148,..,..
Europe & Central Asia (excluding high income),ECA,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,219.299654536189,241.75085430675,248.45569359013,267.535525060091,..,..
Europe & Central Asia (excluding high income),ECA,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,39.0954905681143,39.8915809331102,39.3718381961049,38.5764072247724,..,..
Europe & Central Asia (excluding high income),ECA,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,141.108570753884,160.977058815627,161.795499184183,168.461886065123,..,..
Europe & Central Asia (excluding high income),ECA,Urban population,SP.URB.TOTL,263109999,265417048,267570585,269641424,271401522,272770421
Europe & Central Asia (IDA & IBRD countries),TEC,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.33606950389431,5.34941121869418,5.37051457984851,5.58497568709405,..,..
Europe & Central Asia (IDA & IBRD countries),TEC,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,408.504728779119,456.920527582583,475.31478779182,502.902119122448,..,..
Europe & Central Asia (IDA & IBRD countries),TEC,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,3.37939973520699,3.35560564337731,3.4300409826612,3.60237866100184,..,..
Europe & Central Asia (IDA & IBRD countries),TEC,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,258.892743918136,286.765733220872,303.679908520407,324.465362981621,..,..
Europe & Central Asia (IDA & IBRD countries),TEC,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,36.4859482539379,37.0696025807684,35.9758434659475,35.367220531197,..,..
Europe & Central Asia (IDA & IBRD countries),TEC,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,148.952907885585,169.315209667028,170.943633092757,177.829070204973,..,..
Europe & Central Asia (IDA & IBRD countries),TEC,Urban population,SP.URB.TOTL,298933618,301144434,303220918,305238750,306923242,308109102
European Union,EUU,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,9.94338411977097,9.88516423252641,9.86771757449254,9.91538086628544,..,..
European Union,EUU,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,3107.06173336228,3275.65150683411,3531.31694685138,3476.43055157512,..,..
European Union,EUU,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,7.43082869063554,7.39284533533227,7.39679219663285,7.42732597257968,..,..
European Union,EUU,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,2321.68515033212,2449.37766951682,2646.55489463391,2603.6898650715,..,..
European Union,EUU,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,25.2588845863276,25.2059874033405,25.0329355165537,25.0852288726287,..,..
European Union,EUU,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,785.063383802084,825.965284715527,884.39239284288,872.343041749237,..,..
European Union,EUU,Urban population,SP.URB.TOTL,330129009,331549958,333026382,334223766,335426421,336072330
Fragile and conflict affected situations,FCS,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.66876853956403,4.90005421000947,4.56975052153968,4.50396311977631,..,..
Fragile and conflict affected situations,FCS,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,88.8030842834179,92.5956783206375,85.9947434523893,82.7968096210925,..,..
Fragile and conflict affected situations,FCS,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,1.12477578893079,1.31334198237937,1.4233929669803,1.38739843808343,..,..
Fragile and conflict affected situations,FCS,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,25.784799111571,30.9609103340463,31.8165078312993,26.9086207802486,..,..
Fragile and conflict affected situations,FCS,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,62.4225603223784,57.7297019550397,54.1211607418107,57.3272161869208,..,..
Fragile and conflict affected situations,FCS,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,55.4325594355271,53.4514252841865,46.5377285487435,47.4589775873632,..,..
Fragile and conflict affected situations,FCS,Urban population,SP.URB.TOTL,371153940,382332487,393840857,405960052,418906094,432740389
